,AAPL,NVDA,TSLA,IBM
2017-02-06,130.29,117.31,257.77,175.86
2017-02-03,129.08,114.38,251.33,175.82
2017-02-02,128.53,115.39,251.55,174.58
2017-02-01,128.75,113.95,249.24,174.29
2017-01-31,121.35,109.18,251.93,174.52
2017-01-30,121.63,110.02,250.63,175.8
2017-01-27,121.95,111.77,252.95,177.3
2017-01-26,121.94,109.65,252.51,178.66
2017-01-25,121.88,107.79,254.47,178.29
2017-01-24,119.97,107.33,254.61,175.9
2017-01-23,120.08,105.09,248.92,171.03
2017-01-20,120.0,104.01,244.73,170.55
2017-01-19,119.78,105.16,243.76,166.81
2017-01-18,119.99,102.95,238.36,166.8
2017-01-17,120.0,101.11,235.58,167.89
2017-01-13,119.04,103.43,237.75,167.34
2017-01-12,119.25,103.44,229.59,167.95
2017-01-11,119.75,105.16,229.73,167.75
2017-01-10,119.11,106.47,229.87,165.52
2017-01-09,118.99,107.28,231.28,167.65
2017-01-06,117.91,103.1,229.01,169.53
2017-01-05,116.61,101.74,226.75,168.7
2017-01-04,116.02,104.39,226.99,169.26
2017-01-03,116.15,102.01,216.99,167.19
2016-12-30,115.82,106.74,213.69,165.99
2016-12-29,116.73,111.43,214.68,166.6
2016-12-28,116.76,109.25,219.74,166.19
2016-12-27,117.26,117.32,219.53,167.14
2016-12-23,116.52,109.78,213.34,166.71
2016-12-22,116.29,107.11,208.45,167.06
2016-12-21,117.06,105.83,207.7,167.33
2016-12-20,116.95,105.17,208.79,167.6
2016-12-19,116.64,101.63,202.73,166.68
2016-12-16,115.97,100.41,202.49,166.73
2016-12-15,115.82,98.71,197.58,168.02
2016-12-14,115.19,96.45,198.69,168.51
2016-12-13,115.19,91.17,198.15,168.29
2016-12-12,113.3,89.59,192.43,165.5
2016-12-09,113.95,91.82,192.18,166.52
2016-12-08,112.12,93.48,192.29,165.36
2016-12-07,111.03,95.07,193.15,164.79
2016-12-06,109.95,93.39,185.85,160.35
2016-12-05,109.11,91.88,186.8,159.84
2016-12-02,109.9,88.45,181.47,160.02
2016-12-01,109.49,87.64,181.88,159.82
2016-11-30,110.52,92.2,189.4,162.22
2016-11-29,111.46,93.25,189.57,163.53
2016-11-28,111.57,94.11,196.12,164.52
2016-11-25,111.79,94.16,196.65,163.14
2016-11-23,111.23,93.97,193.14,161.98
2016-11-22,111.8,93.65,191.17,162.67
2016-11-21,111.73,92.98,184.52,162.77
2016-11-18,110.06,93.36,185.02,160.39
2016-11-17,109.95,92.39,188.66,159.8
2016-11-16,109.99,91.63,183.93,159.29
2016-11-15,107.11,86.19,183.77,158.67
2016-11-14,105.71,83.64,181.45,158.21
2016-11-11,108.43,87.97,188.56,161.27
2016-11-10,107.79,67.77,185.35,160.22
2016-11-09,110.88,69.96,190.06,154.81
2016-11-08,111.06,71.16,194.94,155.17
2016-11-07,110.41,71.27,193.21,155.72
2016-11-04,108.84,67.57,190.56,152.43
2016-11-03,109.83,67.96,187.42,152.37
2016-11-02,111.59,68.76,188.02,151.95
2016-11-01,111.49,69.05,190.79,152.79
2016-10-31,113.54,71.16,197.73,153.69
2016-10-28,113.72,70.56,199.97,152.61
2016-10-27,114.48,70.68,204.01,153.35
2016-10-26,115.59,72.16,202.24,151.81
2016-10-25,118.25,71.87,202.34,150.88
2016-10-24,117.65,70.71,202.76,150.57
2016-10-21,116.6,67.54,200.09,149.63
2016-10-20,117.06,67.73,199.1,151.52
2016-10-19,117.12,66.47,203.56,151.26
2016-10-18,117.47,66.61,199.1,150.72
2016-10-17,117.55,65.61,193.96,154.77
2016-10-14,117.63,65.99,196.51,154.45
2016-10-13,116.98,65.35,200.24,153.72
2016-10-12,117.34,66.43,201.51,154.29
2016-10-11,116.3,66.13,200.1,154.79
2016-10-10,116.05,67.1,200.95,157.02
2016-10-07,114.06,66.85,196.61,155.67
2016-10-06,113.89,67.34,201.0,156.88
2016-10-05,113.05,68.23,208.46,157.08
2016-10-04,113.0,68.3,211.41,156.46
2016-10-03,112.52,68.45,213.7,157.61
2016-09-30,113.05,68.52,204.03,158.85
2016-09-29,112.18,67.4,200.7,158.11
2016-09-28,113.95,66.78,206.27,158.29
2016-09-27,113.09,66.54,205.81,156.77
2016-09-26,112.88,64.34,208.99,153.98
2016-09-23,112.71,64.95,207.45,154.98
2016-09-22,114.62,65.02,206.43,156.11
2016-09-21,113.55,64.86,205.22,155.53
2016-09-20,113.57,63.09,204.64,154.45
2016-09-19,113.58,63.67,206.34,154.87
2016-09-16,114.92,62.84,205.4,153.84
2016-09-15,115.57,62.69,200.42,155.66
2016-09-14,111.77,60.4,196.41,154.05
2016-09-13,107.95,59.87,196.05,155.81
2016-09-12,105.44,60.75,198.3,158.29
2016-09-09,103.13,59.52,194.47,155.69
2016-09-08,105.52,62.64,197.36,159.0
2016-09-07,108.36,62.19,201.71,161.64
2016-09-06,107.7,63.12,202.83,160.35
2016-09-02,107.73,62.53,197.78,159.55
2016-09-01,106.73,63.15,200.77,159.54
2016-08-31,106.1,61.34,212.01,158.88
2016-08-30,106.0,61.63,211.34,159.4
2016-08-29,106.82,61.99,215.2,159.72
2016-08-26,106.94,62.03,219.99,158.32
2016-08-25,107.57,61.53,220.96,158.63
2016-08-24,108.03,61.94,222.62,159.05
2016-08-23,108.85,62.91,224.84,160.26
2016-08-22,108.51,62.52,222.93,160.0
2016-08-19,109.36,62.26,225.0,160.04
2016-08-18,109.08,62.1,223.51,161.36
2016-08-17,109.22,61.15,223.24,160.44
2016-08-16,109.38,62.6,223.61,160.7
2016-08-15,109.48,62.98,225.59,161.88
2016-08-12,108.18,63.04,225.61,161.95
2016-08-11,107.93,59.7,224.91,163.53
2016-08-10,108.0,58.51,225.65,162.08
2016-08-09,108.81,58.89,229.08,161.77
2016-08-08,108.37,58.74,226.16,162.04
2016-08-05,107.48,58.2,230.03,163.5
2016-08-04,105.87,57.23,230.61,161.55
2016-08-03,105.79,56.19,225.79,160.67
2016-08-02,104.48,56.04,227.2,160.58
2016-08-01,106.05,56.73,230.01,161.45
2016-07-29,104.21,57.1,234.79,160.62
2016-07-28,104.34,56.18,230.61,161.37
2016-07-27,102.95,56.06,228.49,161.83
2016-07-26,96.67,56.63,229.51,162.12
2016-07-25,97.34,55.68,230.01,162.65
2016-07-22,98.66,54.67,222.27,162.07
2016-07-21,99.43,53.22,220.5,160.45
2016-07-20,99.96,54.22,228.36,161.36
2016-07-19,99.87,53.52,225.26,159.58
2016-07-18,99.83,52.97,226.25,159.86
2016-07-15,98.78,52.7,220.4,159.78
2016-07-14,98.79,53.32,221.53,160.28
2016-07-13,96.87,52.78,222.53,158.02
2016-07-12,97.42,52.8,224.65,157.04
2016-07-11,96.98,52.02,224.78,155.33
2016-07-08,96.68,50.85,216.78,154.46
2016-07-07,95.94,48.89,215.94,152.6
2016-07-06,95.53,47.65,214.44,152.37
2016-07-05,94.99,47.35,213.98,151.68
2016-07-01,95.89,46.66,216.5,152.35
2016-06-30,95.6,47.01,212.28,151.78
2016-06-29,94.4,46.65,210.19,148.46
2016-06-28,93.59,45.9,201.79,145.7
2016-06-27,92.04,45.24,198.55,143.5
2016-06-24,93.4,45.73,193.15,146.59
2016-06-23,96.1,48.49,196.4,155.35
2016-06-22,95.55,47.23,196.66,152.92
2016-06-21,95.91,47.27,219.61,154.05
2016-06-20,95.1,47.56,219.7,153.61
2016-06-17,95.33,46.72,215.47,151.99
2016-06-16,97.55,47.55,217.93,151.06
2016-06-15,97.14,47.36,217.7,150.68
2016-06-14,97.46,46.88,214.96,151.06
2016-06-13,97.34,46.79,217.87,151.28
2016-06-10,98.83,46.2,218.79,152.37
2016-06-09,99.65,47.38,229.36,153.42
2016-06-08,98.94,46.18,235.52,154.0
2016-06-07,99.03,46.33,232.34,153.33
2016-06-06,98.63,46.24,220.68,152.73
2016-06-03,97.92,46.48,218.99,152.89
2016-06-02,97.72,47.14,218.96,153.5
2016-06-01,98.46,46.81,219.56,152.51
2016-05-31,99.86,46.72,223.23,153.74
2016-05-27,100.35,45.9,223.04,152.84
2016-05-26,100.41,45.65,225.12,152.44
2016-05-25,99.62,45.17,219.58,151.69
2016-05-24,97.9,45.36,217.91,148.31
2016-05-23,96.43,44.4,216.22,146.77
2016-05-20,95.22,44.33,220.28,147.25
2016-05-19,94.2,43.55,215.21,144.93
2016-05-18,94.56,43.36,211.17,147.34
2016-05-17,93.49,42.28,204.66,148.0
2016-05-16,93.88,42.19,208.29,149.46
2016-05-13,90.52,40.98,207.61,147.72
2016-05-12,90.34,35.57,207.28,148.84
2016-05-11,92.51,36.06,208.96,148.95
2016-05-10,93.42,35.96,208.69,149.97
2016-05-09,92.79,35.28,208.92,147.34
2016-05-06,92.72,35.33,214.93,147.29
2016-05-05,93.24,34.97,211.53,146.47
2016-05-04,94.19,34.76,222.56,144.25
2016-05-03,95.18,35.57,232.32,144.13
2016-05-02,93.64,36.0,241.8,145.27
2016-04-29,93.74,35.53,240.76,145.94
2016-04-28,94.83,36.2,247.71,147.07
2016-04-27,97.82,37.31,251.47,150.47
2016-04-26,104.35,36.48,253.74,149.08
2016-04-25,105.08,36.45,251.82,148.81
2016-04-22,105.68,36.27,253.75,148.5
2016-04-21,105.97,36.41,248.29,149.3
2016-04-20,107.13,36.45,249.97,146.11
2016-04-19,106.91,36.31,247.37,144.0
2016-04-18,107.48,36.97,253.88,152.53
2016-04-15,109.85,37.13,254.51,151.72
2016-04-14,112.1,36.84,251.86,151.16
2016-04-13,112.04,36.74,254.53,151.23
2016-04-12,110.44,35.84,247.82,149.63
2016-04-11,109.02,35.88,249.92,149.25
2016-04-08,108.66,35.66,250.07,149.35
2016-04-07,108.54,35.43,257.2,148.25
2016-04-06,110.96,35.8,265.42,150.02
2016-04-05,109.81,35.75,255.47,150.0
2016-04-04,111.12,35.8,246.99,152.07
2016-04-01,109.99,36.15,237.59,152.52
2016-03-31,108.99,35.63,229.77,151.45
2016-03-30,109.56,35.76,226.89,148.41
2016-03-29,107.68,35.39,230.13,149.33
2016-03-28,105.19,34.83,230.26,148.4
2016-03-24,105.67,34.48,227.75,147.95
2016-03-23,106.13,34.43,222.58,145.4
2016-03-22,106.72,33.85,234.24,148.1
2016-03-21,105.91,33.91,238.32,148.63
2016-03-18,105.92,33.81,232.74,147.09
2016-03-17,105.8,32.82,226.38,147.04
2016-03-16,105.97,33.1,221.93,144.79
2016-03-15,104.58,32.14,218.34,142.96
2016-03-14,102.52,32.3,215.15,142.78
2016-03-11,102.26,32.22,207.5,142.36
2016-03-10,101.17,31.68,205.18,140.19
2016-03-09,101.12,31.73,208.72,140.41
2016-03-08,101.03,31.75,202.6,139.07
2016-03-07,101.87,32.34,205.29,140.15
2016-03-04,103.01,32.55,201.04,137.8
2016-03-03,101.5,32.65,195.74,137.8
2016-03-02,100.75,32.94,188.34,136.3
2016-03-01,100.53,32.75,186.35,134.37
2016-02-29,96.69,31.36,191.93,131.03
2016-02-26,96.91,31.68,190.34,132.03
2016-02-25,96.76,31.89,187.43,134.5
2016-02-24,96.1,31.82,179.0,132.8
2016-02-23,94.69,31.6,177.21,132.4
2016-02-22,96.88,31.52,177.74,133.77
2016-02-19,96.04,30.44,166.58,133.08
2016-02-18,96.26,30.04,166.77,132.45
2016-02-17,98.12,27.66,168.68,126.1
2016-02-16,96.64,26.99,155.17,122.74
2016-02-12,93.99,25.73,151.04,121.04
2016-02-11,93.7,25.3,150.47,117.85
2016-02-10,94.27,25.43,143.67,120.19
2016-02-09,94.99,25.49,148.25,124.07
2016-02-08,95.01,25.22,147.99,126.98
2016-02-05,94.02,26.43,162.6,128.57
2016-02-04,96.6,28.21,175.33,127.65
2016-02-03,96.35,28.2,173.48,124.72
2016-02-02,94.48,28.06,182.78,122.94
2016-02-01,96.43,29.3,196.94,124.83
2016-01-29,97.34,29.29,191.2,124.79
2016-01-28,94.09,28.05,189.7,122.22
2016-01-27,93.42,28.36,188.07,120.96
2016-01-26,99.99,28.7,193.56,122.59
2016-01-25,99.44,28.42,196.38,122.08
2016-01-22,101.42,28.45,202.55,122.5
2016-01-21,96.3,27.8,199.97,122.91
2016-01-20,96.79,27.48,198.7,121.86
2016-01-19,96.66,27.33,204.72,128.11
2016-01-15,97.13,27.11,204.99,130.03
2016-01-14,99.52,28.67,206.18,132.91
2016-01-13,97.39,29.26,200.31,131.17
2016-01-12,99.96,30.18,209.97,132.9
2016-01-11,98.53,29.68,207.85,133.23
2016-01-08,96.96,29.63,211.0,131.63
2016-01-07,96.45,30.28,215.65,132.86
2016-01-06,100.7,31.53,219.04,135.17
2016-01-05,102.71,32.89,223.43,135.85
2016-01-04,105.35,32.37,223.41,135.95
2015-12-31,105.26,32.96,240.01,137.62
2015-12-30,107.32,33.39,238.09,139.34
2015-12-29,108.74,33.68,237.19,139.78
2015-12-28,106.82,33.14,228.95,137.61
2015-12-24,108.03,33.17,230.57,138.25
2015-12-23,108.61,33.055,229.7,138.54
2015-12-22,107.23,32.93,229.95,137.93
2015-12-21,107.33,32.895,232.56,135.5
2015-12-18,106.03,32.14,230.46,134.9
2015-12-17,108.98,32.67,233.39,136.75
2015-12-16,111.34,33.17,234.51,139.29
2015-12-15,110.49,32.97,221.09,137.79
2015-12-14,112.48,32.57,218.58,135.93
2015-12-11,113.18,32.49,217.02,134.57
2015-12-10,116.17,32.98,227.07,136.78
2015-12-09,115.62,32.71,224.52,136.61
2015-12-08,118.23,33.56,226.72,138.05
2015-12-07,118.28,33.11,231.13,139.55
2015-12-04,119.03,33.75,230.38,140.43
2015-12-03,115.2,32.43,232.71,138.92
2015-12-02,116.28,32.5,231.99,139.7
2015-12-01,117.34,32.75,237.19,141.28
2015-11-30,118.3,31.72,230.26,139.42
2015-11-27,117.81,31.39,231.61,138.46
2015-11-25,118.03,31.13,229.64,138.0
2015-11-24,118.88,31.17,218.25,138.6
2015-11-23,117.75,30.92,217.75,138.46
2015-11-20,119.3,31.39,220.01,138.5
2015-11-19,118.78,31.12,221.8,136.74
2015-11-18,117.29,31.03,221.07,135.82
2015-11-17,113.69,30.4,214.0,133.82
2015-11-16,114.175,30.4,214.31,133.71
2015-11-13,112.34,29.8,207.19,131.75
2015-11-12,115.72,30.4,212.94,133.04
2015-11-11,116.11,30.51,219.08,135.02
2015-11-10,116.77,30.81,216.5,135.47
2015-11-09,120.57,31.41,225.33,135.31
2015-11-06,121.06,31.55,232.36,138.25
2015-11-05,120.92,27.71,231.77,139.89
2015-11-04,122.0,28.03,231.63,141.63
2015-11-03,122.57,28.5,208.35,141.88
2015-11-02,121.18,28.7,213.79,140.37
2015-10-30,119.5,28.37,206.93,140.08
2015-10-29,120.53,27.68,211.63,140.55
2015-10-28,119.27,28.67,212.96,140.83
2015-10-27,114.55,28.44,210.35,137.86
2015-10-26,115.28,28.46,215.26,143.66
2015-10-23,119.08,28.59,209.09,144.68
2015-10-22,115.5,28.4,211.72,144.09
2015-10-21,113.76,27.41,210.09,140.92
2015-10-20,113.77,27.77,213.03,140.64
2015-10-19,111.73,27.81,228.1,149.22
2015-10-16,111.04,27.86,227.01,150.39
2015-10-15,111.86,27.43,221.31,150.09
2015-10-14,110.21,27.36,216.88,150.01
2015-10-13,111.79,26.4,219.25,149.62
2015-10-12,111.6,26.35,215.58,151.14
2015-10-09,112.12,26.07,220.69,152.39
2015-10-08,109.5,26.17,226.72,152.28
2015-10-07,110.78,26.02,231.96,150.09
2015-10-06,111.31,25.75,241.46,148.78
2015-10-05,110.78,25.42,246.15,149.04
2015-10-02,110.38,24.8,247.57,144.58
2015-10-01,109.58,24.17,239.88,143.59
2015-09-30,109.95,24.64,248.4,144.97
2015-09-29,109.06,23.71,246.65,142.47
2015-09-28,112.44,23.3,248.43,142.52
2015-09-25,114.71,23.61,256.91,145.42
2015-09-24,115.0,23.44,263.12,144.41
2015-09-23,114.32,23.0,261.06,143.66
2015-09-22,113.4,22.89,260.94,144.43
2015-09-21,115.21,23.53,264.2,146.48
2015-09-18,113.45,23.29,260.62,144.51
2015-09-17,113.92,23.31,262.07,148.14
2015-09-16,116.41,23.1,262.25,148.41
2015-09-15,116.28,22.94,253.57,147.53
2015-09-14,115.31,22.69,253.19,145.65
2015-09-11,114.21,22.65,250.24,147.37
2015-09-10,112.57,22.58,248.48,146.2
2015-09-09,110.15,22.23,248.91,145.05
2015-09-08,112.31,22.68,248.17,147.23
2015-09-04,109.27,21.75,241.93,143.7
2015-09-03,110.37,22.27,245.57,146.78
2015-09-02,112.34,22.21,247.69,145.05
2015-09-01,107.72,21.56,238.63,142.68
2015-08-31,112.76,22.48,249.06,147.89
2015-08-28,113.29,22.73,248.48,147.98
2015-08-27,112.92,22.63,242.99,148.54
2015-08-26,109.69,21.81,224.84,146.7
2015-08-25,103.74,20.28,220.03,140.96
2015-08-24,103.12,20.71,218.87,143.47
2015-08-21,105.76,21.47,230.77,148.85
2015-08-20,112.65,22.16,242.18,152.66
2015-08-19,115.01,22.99,255.25,153.94
2015-08-18,116.5,23.08,260.72,156.01
2015-08-17,117.16,23.39,254.99,156.31
2015-08-14,115.96,23.54,243.15,155.75
2015-08-13,115.15,23.52,242.51,155.07
2015-08-12,115.24,23.72,238.17,156.16
2015-08-11,113.49,23.66,237.37,155.51
2015-08-10,119.72,23.78,241.14,156.75
2015-08-07,115.52,22.98,242.51,155.12
2015-08-06,115.13,20.45,246.13,156.32
2015-08-05,115.4,20.58,270.13,157.9
2015-08-04,114.64,20.37,266.28,157.6
2015-08-03,118.44,20.29,259.99,158.71
2015-07-31,121.3,19.95,266.15,161.99
2015-07-30,122.37,20.02,266.79,160.96
2015-07-29,122.99,19.97,263.82,161.09
2015-07-28,123.38,19.73,264.82,160.05
2015-07-27,122.77,19.31,253.01,159.07
2015-07-24,124.5,19.42,265.41,159.75
2015-07-23,125.16,19.65,267.2,161.73
2015-07-22,125.22,19.405,267.87,160.35
2015-07-21,130.75,19.79,266.77,163.07
2015-07-20,132.07,19.7,282.26,173.22
2015-07-17,129.62,20.07,274.66,172.51
2015-07-16,128.51,20.19,266.68,171.0
2015-07-15,126.82,19.75,263.14,168.53
2015-07-14,125.61,19.89,265.65,168.61
2015-07-13,125.66,19.88,262.16,169.38
2015-07-10,123.28,19.75,259.15,166.95
2015-07-09,120.07,19.41,257.92,163.85
2015-07-08,122.57,19.65,254.96,163.16
2015-07-07,125.69,19.79,267.88,165.0
2015-07-06,126.0,20.17,279.72,164.73
2015-07-02,126.44,20.42,280.02,165.09
2015-07-01,126.6,20.4,269.15,164.49
2015-06-30,125.425,20.11,268.26,162.66
2015-06-29,124.53,20.12,262.02,162.97
2015-06-26,126.75,20.74,267.09,165.46
2015-06-25,127.5,21.17,268.79,166.08
2015-06-24,128.11,21.01,265.17,166.97
2015-06-23,127.03,21.22,267.67,168.62
2015-06-22,127.61,21.775,259.79,167.73
2015-06-19,126.6,21.87,262.51,166.99
2015-06-18,127.88,21.94,261.89,168.25
2015-06-17,127.3,21.58,260.41,167.17
2015-06-16,127.6,21.33,253.12,166.84
2015-06-15,126.92,21.07,250.38,166.26
2015-06-12,127.17,21.11,250.69,166.99
2015-06-11,128.59,21.7,251.41,168.78
2015-06-10,128.88,21.47,250.7,168.92
2015-06-09,127.42,21.86,256.0,165.68
2015-06-08,127.8,21.75,256.29,165.34
2015-06-05,128.65,22.26,249.14,167.4
2015-06-04,129.36,22.09,245.92,168.38
2015-06-03,130.12,21.7,248.99,169.92
2015-06-02,129.96,21.935,248.35,169.65
2015-06-01,130.535,22.38,249.45,170.18
2015-05-29,130.28,22.13,250.8,169.65
2015-05-28,131.78,22.14,251.45,171.71
2015-05-27,132.045,21.84,247.43,172.0
2015-05-26,129.62,20.73,247.455,170.13
2015-05-22,132.54,20.86,247.73,172.22
2015-05-21,131.39,20.89,245.62,173.34
2015-05-20,130.06,21.04,244.35,173.76
2015-05-19,130.07,21.04,247.14,173.48
2015-05-18,130.19,21.27,248.75,173.06
2015-05-15,128.77,21.3,248.84,173.26
2015-05-14,128.95,21.29,244.1,174.05
2015-05-13,126.01,20.95,243.18,172.28
2015-05-12,125.865,20.83,244.74,170.55
2015-05-11,126.32,20.63,239.49,171.12
2015-05-08,127.62,20.825,236.61,172.68
2015-05-07,125.26,22.49,236.8,170.99
2015-05-06,125.01,22.1,230.43,170.05
2015-05-05,125.8,22.03,232.95,173.08
2015-05-04,128.7,22.61,230.51,173.97
2015-05-01,128.95,22.75,226.03,173.67
2015-04-30,125.15,22.195,226.05,171.29
2015-04-29,128.64,22.14,232.45,174.4
2015-04-28,130.56,22.305,230.48,173.92
2015-04-27,132.65,22.2,231.55,170.73
2015-04-24,130.28,22.03,218.425,169.78
2015-04-23,129.67,22.22,218.6,170.24
2015-04-22,128.62,22.31,219.44,165.36
2015-04-21,126.91,22.055,209.41,164.26
2015-04-20,127.6,22.09,205.27,166.16
2015-04-17,124.75,22.2,206.79,160.67
2015-04-16,126.17,22.49,206.7,163.13
2015-04-15,126.78,22.63,207.83,164.13
2015-04-14,126.3,22.36,207.46,162.3
2015-04-13,126.85,22.55,209.78,162.38
2015-04-10,127.1,22.76,210.9,162.86
2015-04-09,126.56,22.525,210.09,162.34
2015-04-08,125.6,22.02,207.67,161.85
2015-04-07,126.01,21.86,203.25,162.07
2015-04-06,127.35,21.665,203.1,162.04
2015-04-02,125.32,21.06,191.0,160.45
2015-04-01,124.25,21.01,187.59,159.18
2015-03-31,124.43,20.925,188.77,160.5
2015-03-30,126.37,21.47,190.57,162.67
2015-03-27,123.25,21.38,185.0,160.4
2015-03-26,124.24,20.965,190.405,160.59
2015-03-25,123.38,21.04,194.3,159.2
2015-03-24,126.69,22.4,201.72,163.0
2015-03-23,127.21,22.71,199.63,164.63
2015-03-20,125.9,23.47,198.08,162.88
2015-03-19,127.495,23.215,195.65,159.81
2015-03-18,128.47,22.87,200.71,159.81
2015-03-17,127.04,23.25,194.73,156.96
2015-03-16,124.95,22.97,195.7,157.08
2015-03-13,123.59,22.7,188.68,154.28
2015-03-12,124.45,22.67,191.07,157.98
2015-03-11,122.24,22.88,193.74,156.8
2015-03-10,124.51,22.995,190.32,157.81
2015-03-09,127.14,22.61,190.88,160.77
2015-03-06,126.6,22.55,193.88,158.5
2015-03-05,126.41,22.86,200.63,161.18
2015-03-04,128.54,22.43,202.435,159.42
2015-03-03,129.36,22.18,199.56,161.03
2015-03-02,129.09,22.595,197.325,160.48
2015-02-27,128.46,22.06,203.34,161.94
2015-02-26,130.415,22.2,207.19,160.87
2015-02-25,128.79,22.14,203.76,162.81
2015-02-24,132.17,22.31,204.11,164.83
2015-02-23,133.0,22.16,207.335,162.91
2015-02-20,129.495,22.335,217.11,163.65
2015-02-19,128.45,22.175,211.705,163.89
2015-02-18,128.715,22.12,204.46,162.19
2015-02-17,127.83,22.375,204.35,160.96
2015-02-13,127.08,22.31,203.77,160.4
2015-02-12,126.46,22.3,202.88,158.52
2015-02-11,124.88,20.81,212.8,158.2
2015-02-10,122.02,20.95,216.29,158.56
2015-02-09,119.72,20.38,217.48,155.75
2015-02-06,118.93,20.4,217.36,156.72
2015-02-05,119.94,20.485,220.99,157.91
2015-02-04,119.56,20.16,218.55,156.96
2015-02-03,118.65,20.11,218.36,158.47
2015-02-02,118.63,19.62,210.94,154.66
2015-01-30,117.16,19.205,203.6,153.31
2015-01-29,118.9,19.78,205.2,155.48
2015-01-28,115.31,19.31,199.37,151.55
2015-01-27,109.14,19.63,205.98,153.67
2015-01-26,113.1,20.615,206.55,156.36
2015-01-23,112.98,20.71,201.29,155.87
2015-01-22,112.4,20.65,201.62,155.39
2015-01-21,109.55,20.3,196.57,152.09
2015-01-20,108.72,20.02,191.93,156.95
2015-01-16,105.99,19.96,193.07,157.14
2015-01-15,106.82,19.6,191.87,154.57
2015-01-14,109.8,19.74,192.69,155.8
2015-01-13,110.22,19.655,204.25,156.81
2015-01-12,109.25,19.69,202.21,156.44
2015-01-09,112.01,19.94,206.66,159.11
2015-01-08,111.89,19.86,210.615,158.42
2015-01-07,107.75,19.135,210.95,155.05
2015-01-06,106.26,19.19,211.28,156.07
2015-01-05,106.25,19.79,210.09,159.51
2015-01-02,109.33,20.13,219.31,162.06
2014-12-31,110.38,20.05,222.41,160.44
2014-12-30,112.52,20.37,222.23,160.05
2014-12-29,113.91,20.56,225.71,160.51
2014-12-26,113.99,20.59,227.82,162.34
2014-12-24,112.01,20.57,222.26,161.82
2014-12-23,112.54,20.65,220.97,162.24
2014-12-22,112.94,20.78,222.6,161.44
2014-12-19,111.78,20.42,219.29,158.51
2014-12-18,112.65,20.22,218.26,157.68
2014-12-17,109.41,20.14,205.82,151.93
2014-12-16,106.745,19.345,197.81,151.41
2014-12-15,108.225,19.57,204.04,153.06
2014-12-12,109.73,19.63,207.0,155.38
2014-12-11,111.62,20.26,208.88,161.07
2014-12-10,111.95,20.27,209.84,160.51
2014-12-09,114.12,20.73,216.89,162.99
2014-12-08,112.4,20.8,214.36,161.86
2014-12-05,115.0,21.07,223.71,163.27
2014-12-04,115.49,20.95,228.28,164.05
2014-12-03,115.93,21.14,229.3,164.52
2014-12-02,114.63,20.61,231.43,162.67
2014-12-01,115.07,20.58,231.64,161.54
2014-11-28,118.93,20.97,244.52,162.17
2014-11-26,119.0,20.915,248.44,161.95
2014-11-25,117.6,20.57,248.09,161.76
2014-11-24,118.625,20.58,246.72,162.15
2014-11-21,116.47,20.455,242.78,160.92
2014-11-20,116.31,20.34,248.71,160.64
2014-11-19,114.67,20.01,247.74,161.43
2014-11-18,115.47,20.17,257.7,161.89
2014-11-17,113.99,19.695,253.98,164.16
2014-11-14,114.18,19.785,258.68,164.16
2014-11-13,112.82,19.55,251.7,162.79
2014-11-12,111.25,19.645,249.1,161.92
2014-11-11,109.7,19.78,251.08,163.3
2014-11-10,108.83,20.02,241.93,163.49
2014-11-07,109.01,19.79,240.2,162.07
2014-11-06,108.7,20.22,241.22,161.46
2014-11-05,108.86,20.13,230.97,161.82
2014-11-04,108.6,20.13,238.93,162.65
2014-11-03,109.4,19.87,242.59,164.36
2014-10-31,108.0,19.54,241.7,164.4
2014-10-30,106.98,18.69,238.66,164.35
2014-10-29,107.34,18.805,238.1,163.46
2014-10-28,106.74,18.93,242.77,163.6
2014-10-27,105.11,18.49,221.67,161.87
2014-10-24,105.22,18.48,235.24,162.08
2014-10-23,104.83,18.285,235.29,162.18
2014-10-22,102.99,17.89,231.1,161.79
2014-10-21,102.47,18.32,235.34,163.23
2014-10-20,99.76,17.57,230.47,169.1
2014-10-17,97.67,17.42,227.48,182.05
2014-10-16,96.26,17.45,226.35,179.84
2014-10-15,97.54,17.44,229.7,181.75
2014-10-14,98.75,17.175,227.06,183.8
2014-10-13,99.81,16.785,224.59,183.52
2014-10-10,100.73,16.845,236.91,185.93
2014-10-09,101.02,17.91,257.01,186.42
2014-10-08,100.8,18.26,259.28,189.36
2014-10-07,98.75,17.925,259.57,185.71
2014-10-06,99.62,18.12,260.62,189.04
2014-10-03,99.62,18.23,255.21,188.67
2014-10-02,99.9,18.19,251.42,186.91
2014-10-01,99.18,18.27,240.24,187.17
2014-09-30,100.75,18.45,242.68,189.83
2014-09-29,100.11,18.515,245.26,189.64
2014-09-26,100.75,18.545,246.6,190.06
2014-09-25,97.87,18.51,246.95,189.01
2014-09-24,101.75,18.92,252.14,192.31
2014-09-23,102.64,18.81,250.41,191.62
2014-09-22,101.06,18.89,250.03,193.11
2014-09-19,100.96,19.08,259.32,194.0
2014-09-18,101.79,19.44,263.82,193.75
2014-09-17,101.58,19.15,261.38,192.8
2014-09-16,100.86,19.135,260.74,192.96
2014-09-15,101.63,18.86,253.86,191.81
2014-09-12,101.66,19.12,279.2,191.28
2014-09-11,101.43,19.41,280.31,191.72
2014-09-10,101.0,19.61,281.1,191.54
