timestamp,open,high,low,close,volume
16/07/2021,141,141,138.59,138.9,4109308
15/07/2021,139.32,140.46,138.8005,140.45,3639698
14/07/2021,140.72,140.75,138.9273,139.82,4403752
13/07/2021,140.92,140.92,139.63,140.28,3164294
12/07/2021,141.43,141.9599,140.115,140.92,3342627
09/07/2021,141.45,141.98,140.841,141.52,3904059
08/07/2021,137.78,141.31,137.66,140.74,5487425
07/07/2021,138.76,140.33,138.76,139.82,4059667
06/07/2021,139.99,140.42,137.1,138.78,8093747
02/07/2021,146.91,146.95,139.46,140.02,16828161
01/07/2021,146.96,147.5,146.57,146.84,2686289
30/06/2021,145.13,146.93,144.71,146.59,3245091
29/06/2021,145.26,146.74,145.1,145.55,2428626
28/06/2021,147.01,147.3,144.9121,145.29,3888869
25/06/2021,145.38,146.93,144.945,146.84,3594218
24/06/2021,145.8,146.19,144.69,145.44,3609679
23/06/2021,146.43,146.5,144.57,144.61,3202644
22/06/2021,146.52,146.81,145.35,146.36,2437121
21/06/2021,144.11,147.07,144.06,146.65,4285711
18/06/2021,144.48,144.68,143.04,143.12,9156505
17/06/2021,147.55,148.06,145.28,145.6,4367387
16/06/2021,149.76,149.76,147.22,147.83,3795420
15/06/2021,149.85,149.91,148.6,149.36,2513281
14/06/2021,150.71,151.03,148.655,150.03,3344845
11/06/2021,150.43,151.845,150.37,151.28,3438255
10/06/2021,151.47,152.84,149.76,150.54,4758488
09/06/2021,149.03,151.07,148.82,150.67,5303252
08/06/2021,148.12,150.2,148.12,149.07,5080099
07/06/2021,147.55,148.74,147.17,148.02,3462712
04/06/2021,146,147.55,145.76,147.42,3117905
03/06/2021,144.91,145.88,144.04,145.55,4130741
02/06/2021,144.62,145.75,144.11,145.72,2786916
01/06/2021,145,145.83,143.75,144.19,2417455
28/05/2021,144.21,144.33,143.485,143.74,2534811
27/05/2021,143.82,144.77,143.63,143.82,5630345
26/05/2021,143.5,143.9894,143.04,143.38,3083789
25/05/2021,144.92,145,143.2,143.79,3937323
24/05/2021,145.06,145.39,144.18,144.72,3297570
21/05/2021,144.28,145.699,144.28,144.74,4033482
20/05/2021,143.12,144.91,142.16,143.88,4112690
19/05/2021,142.32,143.2,140.92,143.19,4300732
18/05/2021,144.78,145.3,143.23,143.91,3824050
17/05/2021,144.44,145.8,144.33,145.11,4275172
14/05/2021,145.11,145.69,143.96,144.68,2747385
13/05/2021,141.45,144.9,141.28,144.17,4598920
12/05/2021,143.84,144.15,141.14,141.3,5959579
11/05/2021,144.99,145.19,142.9,144.22,7126404
10/05/2021,145.8,148.38,145.8,146.17,6983377
07/05/2021,145.92,146.14,144.57,145.46,7003467
06/05/2021,145.26,148.515,145.18,148.42,7503487
05/05/2021,145.94,145.94,144.97,145.22,4999900
04/05/2021,144.41,146.59,144.33,145.75,6350479
03/05/2021,143.81,145.75,143.55,144.75,5733463
30/04/2021,143.7,143.83,140.55,141.88,8872181
29/04/2021,144.13,148.74,142.98,144.24,4353880
28/04/2021,142.92,143.4,142.1,143,3768129
27/04/2021,141.69,142.56,140.75,142.01,3884037
26/04/2021,142.42,143.63,141.48,141.57,4710763
23/04/2021,141.31,143.61,140.95,142.43,4556700
22/04/2021,143.7,144.74,141,141.28,7101368
21/04/2021,138.06,143.73,137.71,143.55,11909005
20/04/2021,137.07,139.77,136.7,138.16,15480579
19/04/2021,133.6,133.815,132.58,133.12,8198582
16/04/2021,133,134.1,132.95,133.59,5291756
15/04/2021,133.28,133.87,132.22,132.58,3883955
14/04/2021,131.305,132.78,130.52,132.63,5868049
13/04/2021,133,133.62,130.38,131.18,8033530
12/04/2021,135.02,135.37,133.85,134.59,3753959
09/04/2021,134.87,135.74,134.71,135.73,3023916
08/04/2021,134.57,135.6299,134.16,135.12,4087228
07/04/2021,133.84,134.94,133.78,134.93,2976136
06/04/2021,135.58,135.64,134.09,134.22,3620964
05/04/2021,133.64,136.69,133.4,135.93,5471616
01/04/2021,133.76,133.93,132.27,133.23,4074161
31/03/2021,134.54,134.71,132.71,133.26,4945315
30/03/2021,135.86,136.27,134.02,134.72,4790366
29/03/2021,135.98,137.07,135.51,135.86,4622664
26/03/2021,133.29,136.48,133.12,136.38,5567592
25/03/2021,130.33,133.24,129.77,133.07,5553966
24/03/2021,130.95,132.11,130.57,130.62,4005027
23/03/2021,130.44,131.56,129.8,130.46,4356359
22/03/2021,128.5,130.72,127.89,130.55,4164914
19/03/2021,130.02,130.44,128.53,128.9,9844983
18/03/2021,128.94,130.995,127.79,130.06,5835669
17/03/2021,128.46,129.49,127.49,129.03,4291351
16/03/2021,128.28,128.52,127.34,128.24,4653178
15/03/2021,127.77,128.75,127.5401,128.58,3421281
12/03/2021,127.19,127.68,126.61,127.61,4010100
11/03/2021,128.09,128.64,126.78,127.14,5146937
10/03/2021,125.05,128.24,124.61,127.87,7247807
09/03/2021,125.4,126.43,124.16,124.18,5609029
08/03/2021,122.99,126.85,122.88,124.81,7239191
05/03/2021,120.64,123.75,120.25,122.83,6949265
04/03/2021,122,123.22,118.755,120.11,8068492
03/03/2021,120.5,122.634,119.98,122.36,7404269
02/03/2021,120.74,121.9,120.26,120.33,4524299
01/03/2021,120.35,122.32,119.8649,120.74,5715767
26/02/2021,122.25,122.25,118.88,118.93,8868848
25/02/2021,123.37,124.35,122.335,122.47,5672671
24/02/2021,120.8,123.49,120.52,123.21,5819983
23/02/2021,120.92,121.35,119.8,120.71,4531464
22/02/2021,118.5,121.125,118.44,120.86,5838841
19/02/2021,120.75,120.76,118.38,118.99,6578741
18/02/2021,120.5,120.94,119.7,120.73,5399145
17/02/2021,119.27,120.56,119.02,119.97,3949876
16/02/2021,120.15,120.6,119.36,120.07,6639790
12/02/2021,121,121.36,120.09,120.8,3871195
11/02/2021,122,122.205,120.63,120.91,5381556
10/02/2021,123.03,123.41,121.2138,122.24,4831858
09/02/2021,121.9,122.5953,121.05,122.1,4661655
08/02/2021,122.62,123.9767,122.4,123.61,5887999
05/02/2021,121,121.81,120.52,121.79,4565727
04/02/2021,119.91,121.1,118.87,121.02,4562124
03/02/2021,119.04,119.8,118.12,119.12,6715366
02/02/2021,119.36,121,119.28,119.44,6311881
01/02/2021,119.9,120.95,118.73,120.54,6250508
29/01/2021,120.22,121.3,118.9,119.11,11825496
28/01/2021,122.8,123.2,120.07,120.08,8084051
27/01/2021,122.08,124.79,121.6214,122.47,12146541
26/01/2021,119.18,122.59,118.42,122.49,10694708
25/01/2021,118.7624,119.538,117.45,118.58,13686391
22/01/2021,120.7,120.7,117.36,118.61,38063533
21/01/2021,130.12,132.24,130.05,131.65,12819233
20/01/2021,129.7,131.06,128.56,130.08,5598705
19/01/2021,129.28,129.59,128.0885,129.02,5397956
15/01/2021,128.28,129.24,127.67,128.39,4905506
14/01/2021,128.02,130.16,127.55,128.97,7503180
13/01/2021,129.15,129.75,126.455,126.92,7677739
12/01/2021,129.09,129.85,127.94,129.21,3729068
11/01/2021,127.95,129.675,127.66,128.58,5602466
08/01/2021,128.57,129.32,126.98,128.53,4676487
07/01/2021,130.04,130.46,128.26,128.99,4507382
06/01/2021,126.9,131.88,126.72,129.29,7956740
05/01/2021,125.01,126.68,124.61,126.14,6114619
04/01/2021,125.85,125.9174,123.04,123.94,5179161
31/12/2020,124.22,126.03,123.99,125.88,3574696
30/12/2020,123.8,124.85,123.63,124.34,3380494
29/12/2020,125.35,125.48,123.24,123.8,3487007
28/12/2020,125.1,126.6,124.46,124.82,3583222
24/12/2020,125,125.1,124.21,124.69,1761122
23/12/2020,123.88,125.21,123.74,123.9,2693889
22/12/2020,123.31,124.22,122.41,123.61,4337757
21/12/2020,123.97,124.18,121.72,123.39,6115671
18/12/2020,125.59,126.4,124.97,125.85,7552845
17/12/2020,126.08,126.09,124.91,125.55,3787962
16/12/2020,125.93,126.5728,125.286,125.55,4530096
15/12/2020,124.39,125.93,123.44,125.93,4359601
14/12/2020,125.32,126.2435,123.47,123.53,5050023
11/12/2020,124.08,125.51,123.61,124.27,4481416
10/12/2020,126.35,126.93,124.94,124.96,4803172
09/12/2020,125.8,127.69,125.7,126.79,6513517
08/12/2020,125.32,126.33,124.64,125.71,5395024
07/12/2020,126.49,126.97,124.57,124.7,8318500
04/12/2020,123.97,127.38,123.64,127.2,5522760
03/12/2020,124.16,124.86,123.29,123.61,4548161
02/12/2020,122.85,124.64,122.41,124.62,3690737
01/12/2020,123.9,125.83,123.08,123.16,5099334
30/11/2020,124.1,125,123.09,123.52,5987991
27/11/2020,124.2,125.313,123.91,124.35,2091186
25/11/2020,122.93,124.33,122.11,124.2,4135894
24/11/2020,120.86,124.73,120.805,124.42,7535949
23/11/2020,117.43,120.515,117.27,120.09,5655119
20/11/2020,117.6,118.04,116.69,116.94,5024593
19/11/2020,116.54,117.45,115.89,117.18,3439648
18/11/2020,117.72,118.88,116.75,116.77,4606828
17/11/2020,117.6,118.54,117.07,117.7,4134455
16/11/2020,118.3,118.55,117.12,118.36,5293385
13/11/2020,115.19,117.37,115.01,116.85,4683512
12/11/2020,115.63,116.37,113.48,114.5,6500799
11/11/2020,118.12,118.35,116.22,117.2,4289601
10/11/2020,116.69,118.17,116.25,117.91,5622756
09/11/2020,117.88,119.74,115.27,115.53,8992152
06/11/2020,115.08,115.1,113.39,114.04,5249171
05/11/2020,113.3,115.29,113.01,114.77,4902206
04/11/2020,112.33,113.91,111.16,111.9,5800071
03/11/2020,114,115.65,113.63,114.16,4204287
02/11/2020,112.65,113.8265,112.25,112.91,5311497
30/10/2020,107.9,111.8,107.75,111.66,7923882
29/10/2020,107.25,109.64,106.55,108.91,6760241
28/10/2020,108.66,109.73,105.92,106.65,9427321
27/10/2020,112.15,112.22,110.03,110.56,5936106
26/10/2020,114.45,114.9,111.84,112.22,7203366
23/10/2020,116.5,116.62,115.53,116,3893362
22/10/2020,115,116.06,112.98,115.76,7858158
21/10/2020,116.66,117.6899,114.79,115.06,9755308
20/10/2020,119.8,120.15,116.84,117.37,21501073
19/10/2020,126.8,127.35,125.08,125.52,7478735
16/10/2020,125.17,126.43,124.655,125.93,4714320
15/10/2020,124.08,125.215,123.85,124.89,3389301
14/10/2020,125.13,126.94,125.13,125.94,3730139
13/10/2020,126.57,127.15,124.46,125.1,5406088
12/10/2020,128.07,128.25,126.44,127.21,4635115
09/10/2020,132,132,127.6,127.79,8353704
08/10/2020,130.86,135.5,129.77,131.49,25288926
07/10/2020,122.67,124.39,122.32,124.07,2815663
06/10/2020,122.58,124.83,121.59,121.97,3872265
05/10/2020,121.84,122.75,121.05,122.01,3050949
02/10/2020,119.04,121.75,118.82,120.57,2925228
01/10/2020,122.36,123.3,120.355,121.09,3211661
30/09/2020,121.38,122.91,120.8,121.67,3261235
29/09/2020,121.41,122.1858,120.21,120.94,2130564
28/09/2020,120.57,122.33,120.41,121.73,3509576
25/09/2020,117.6,119.41,116.94,118.95,2953686
24/09/2020,118.1,119.515,116.48,118.09,3546160
23/09/2020,120.8,121.59,118.43,118.83,3939398
22/09/2020,120.33,121.45,119.53,120.51,2957809
21/09/2020,120.48,120.7,118.58,120.25,5311441
18/09/2020,124.26,124.92,122.65,122.76,5391570
17/09/2020,122.62,125.55,121.97,124.92,3171262
16/09/2020,122.71,125.82,122.71,124.22,3789458
15/09/2020,122.82,123.4,122.24,122.44,2915221
14/09/2020,122.36,123.38,121.76,122.09,3641887
11/09/2020,121.39,122.7,120.73,121.46,3548091
10/09/2020,122.53,123.5764,120.24,120.56,3978805
09/09/2020,122.13,123.7,121.29,122.26,3770678
08/09/2020,122.16,122.87,120.71,121.21,5210292
04/09/2020,124.35,125.35,121.24,122.3,6018238
03/09/2020,128.19,129.95,123.65,124.45,5716750
02/09/2020,123.72,128.7,123.575,128.18,6592430
01/09/2020,122.85,123.95,122.15,123.4,3155623
31/08/2020,125.25,125.25,123.03,123.31,4827879
28/08/2020,124.96,125.3,124.2187,125.07,3099940
27/08/2020,124.6,125.1,123.98,124.65,3422654
26/08/2020,124.95,125.12,123.95,124.17,3388687
25/08/2020,126,126.82,124.49,124.64,2977697
24/08/2020,123.79,126.06,123.36,125.68,4070816
21/08/2020,123.01,123.4842,122.31,123.16,3385051
20/08/2020,123.2,124.04,122.81,123.15,2561164
19/08/2020,124.83,125.5,123.5,123.84,3743949
18/08/2020,125,125.5,124.24,124.92,2882355
17/08/2020,125.25,125.59,124.41,124.44,3336459
14/08/2020,124.2,125.56,123.91,125.27,2963753
13/08/2020,125.96,126.39,124.77,125.03,3171258
12/08/2020,127.61,127.79,125.876,126.7,3530177
11/08/2020,128.76,130.47,126.61,126.75,5001176
10/08/2020,125.42,127.24,125.1849,127.11,3968295
07/08/2020,123.5,125.07,123.21,124.96,3651226
06/08/2020,125,126.26,125,126.12,3417131
05/08/2020,126.73,126.75,124.61,125.45,3675400
04/08/2020,123.82,125.86,123.82,125.84,3431366
03/08/2020,123.5,124.41,122.15,124.31,3526574
31/07/2020,122.71,122.99,121.09,122.94,5277652
30/07/2020,123.71,123.9046,121.64,122.9,3988062
29/07/2020,124.56,125.99,124.07,125.32,2833141
28/07/2020,125.82,126.34,124.15,124.47,4178176
27/07/2020,124.86,126.32,124.71,126.21,3733547
24/07/2020,126.48,127.6459,125.5,125.79,3531076
23/07/2020,129.1,129.37,127.15,127.33,4220136
22/07/2020,125.9,129.47,125.8,128.67,8195366
21/07/2020,131.16,132.17,125.8,126.06,15356679
20/07/2020,126.07,127.07,125.14,126.37,9737157
17/07/2020,124.39,125.63,123.2,125.11,3983972
16/07/2020,122.68,124.48,122.16,124.01,4328856
15/07/2020,122.4,123.96,122.15,123,4470095
14/07/2020,118.62,120.89,117.92,120.6,4531393
13/07/2020,119.78,120.99,118.66,119.2,4644595
10/07/2020,115.5,118.57,115.29,118.35,4285088
09/07/2020,118,118,115.2,115.71,4760875
08/07/2020,118.06,118.64,116.48,117.71,5191792
07/07/2020,119,119.51,117.33,117.58,4278088
06/07/2020,121.25,121.85,119.46,120.19,4044188
02/07/2020,119.69,121.42,119.26,119.7,3745663
01/07/2020,120.27,121.23,118.37,118.54,4657168
30/06/2020,119.19,121.2,119,120.77,3916381
29/06/2020,117.98,119.78,117.37,119.75,4159488
26/06/2020,118.26,118.99,116.26,117.19,10749166
25/06/2020,116.76,119.21,116.1,119.03,6128720
24/06/2020,118.32,118.32,115.88,116.42,6747421
23/06/2020,122.01,122.9,119.23,119.41,6628278
22/06/2020,122.12,122.5,120.53,121.07,4762601
19/06/2020,126.17,126.82,122.25,122.47,8098994
18/06/2020,123,124.4,122.33,124.16,2860286
17/06/2020,125.83,126.25,123.4,124.15,3153862
16/06/2020,125,127.5,123.16,125.15,5605791
15/06/2020,119.19,122.37,118.29,121.65,5148756
12/06/2020,121.25,123.12,119.28,121.91,6218003
11/06/2020,126.03,126.1,117.84,118.01,11753674
10/06/2020,132.15,132.23,129.8,129.87,4725055
09/06/2020,133.52,133.6,131.02,131.87,5391520
08/06/2020,132.27,135.88,132.27,135.75,5368387
05/06/2020,133.89,134.23,131.75,132.06,5892718
04/06/2020,127.78,128.95,127.02,128.89,3864131
03/06/2020,127.15,129.6,127,129.05,3913804
02/06/2020,125.67,126,124.66,126,2976908
01/06/2020,124.64,125.75,124.03,124.89,2867306
29/05/2020,123.67,125.13,122.24,124.9,7929905
28/05/2020,126.87,126.97,124.22,124.53,3915224
27/05/2020,123.94,125.83,123.47,125.54,5725163
26/05/2020,121.3,122.62,121.01,121.76,5467436
22/05/2020,119.37,119.47,117.59,118.39,4179906
21/05/2020,120.99,121.72,118.97,119.12,4018329
20/05/2020,120.93,122.47,120.6,121.38,3840563
19/05/2020,121.19,122.17,120.14,120.29,3239964
18/05/2020,119.88,122.36,119.75,121.56,4205425
15/05/2020,115.93,117.39,115.25,116.98,4785773
14/05/2020,114.57,117.09,111.81,116.95,5255607
13/05/2020,119.95,119.99,114.85,115.73,5874676
12/05/2020,123.01,124.32,120.26,120.26,4779635
11/05/2020,121.81,123.45,120.67,122.59,3533382
08/05/2020,122.67,123.23,121.06,122.99,5002450
07/05/2020,122.98,123.26,120.85,121.23,4412047
06/05/2020,123.24,124.05,122.41,123.17,3861081
05/05/2020,123.39,124.32,122.47,122.58,3897761
04/05/2020,120.82,121.97,119.39,121.68,4016551
01/05/2020,123.19,123.47,121.39,121.87,4923913
30/04/2020,126.52,127.27,125.22,125.56,6630032
29/04/2020,128.88,129.31,127.53,128.69,5252734
28/04/2020,128.03,128.2,125.38,126.27,4775867
27/04/2020,125.56,126.99,125.47,125.92,4920443
24/04/2020,122.41,125,120.76,124.72,4985575
23/04/2020,119.57,123.03,119.12,121.35,6873899
22/04/2020,119.87,120.33,117.55,119.31,7085901
21/04/2020,114,117.15,112.06,116.76,14341304
20/04/2020,119.15,122.86,118.14,120.41,7965530
17/04/2020,119.3,120.39,117.92,120.12,4964018
16/04/2020,119.01,119.75,114.42,115.73,6438128
15/04/2020,119.12,120.19,116.76,118.69,5632156
14/04/2020,123.46,125.18,122.62,123.91,5087292
13/04/2020,121.63,121.8,118.04,121.15,5118777
09/04/2020,120.48,122.92,120.17,121.5,5576210
08/04/2020,116.31,119.96,115.07,119.29,5155987
07/04/2020,118.8,119.57,114.87,114.94,5592463
06/04/2020,110.35,115.63,110.13,114.82,7026457
03/04/2020,108.92,110.07,104.92,106.34,4538113
02/04/2020,105.37,110.32,105.14,110,6327540
01/04/2020,106.36,109.92,104.52,105.14,6111890
31/03/2020,112,113.81,110.17,110.93,6342167
30/03/2020,108.09,113.46,107.81,112.93,5562501
27/03/2020,108.58,111.5,107.65,108.03,6421470
26/03/2020,106.91,113.15,105.57,112.89,7153135
25/03/2020,105.48,112.48,102.83,105.85,8646557
24/03/2020,99.99,106.04,99.26,105.48,7967768
23/03/2020,94.6,97.74,90.56,94.77,9718602
20/03/2020,100.92,100.99,94.71,95.39,10543213
19/03/2020,102.33,103.69,98.24,100.34,8391294
18/03/2020,99.41,106.93,99.4,103.55,8751994
17/03/2020,100.61,107.4,97.1,106.65,8887501
16/03/2020,98,107.41,95,99.08,10564044
13/03/2020,108.68,109.16,100.81,107.95,12493419
12/03/2020,109.65,109.8,102.28,102.81,12485925
11/03/2020,121.01,122.58,116.38,117.97,8446480
10/03/2020,122.78,124.88,115.76,124.77,11403865
09/03/2020,120.16,122.41,117.28,117.81,10750357
06/03/2020,126.7,128.33,124.52,127.73,8192525
05/03/2020,130.5,132.29,128.45,129.55,5445193
04/03/2020,131.58,134.28,129,134.22,4994682
03/03/2020,134.48,136.1,127.8,128.9,7893390
02/03/2020,130.75,134.44,127.95,134.3,8528971
28/02/2020,129.98,131.09,126.36,130.15,13009236
27/02/2020,137.24,138.69,133.01,133.11,8404903
26/02/2020,142.9,144.06,139.6,139.75,5407690
25/02/2020,146.51,147.07,141.26,141.71,6210878
24/02/2020,145.51,148.05,145.38,146.43,5447948
21/02/2020,151.04,151.04,148.84,149.84,3536740
20/02/2020,150.81,151.62,149.51,151.22,2880483
19/02/2020,151.54,151.89,150.31,150.86,2732905
18/02/2020,149.79,151.38,149.64,151.1,3343038
14/02/2020,154.42,154.56,149.77,150.7,6095081
13/02/2020,154.37,154.83,153.41,154.31,3819757
12/02/2020,153.75,155.6,153.52,155.31,4437792
11/02/2020,155.12,155.22,152.73,153.48,3833574
10/02/2020,152.97,154.44,151.58,154.43,5237553
07/02/2020,154.55,155.54,152.92,153.41,6414553
06/02/2020,156.82,158.75,155.42,156.76,8394374
05/02/2020,150.21,157.44,150.15,156.33,14379714
04/02/2020,147.78,149.38,146.88,149.11,5619700
03/02/2020,144.25,147.28,143.9,146.27,8886414
31/01/2020,142.9,144.05,140.79,143.73,18987138
30/01/2020,136.76,136.97,134.97,136.77,5007038
29/01/2020,139.17,139.58,137.6,137.69,3053189
28/01/2020,139.5,140.47,138.75,139.55,3449000
27/01/2020,138.5,140.07,138.1,138.62,4165146
24/01/2020,143.39,143.92,140.46,140.56,5579292
23/01/2020,144.2,144.41,142.15,142.87,5654308
22/01/2020,143.32,145.79,142.55,143.89,16464948
21/01/2020,137.81,139.35,137.6,139.17,7130819
17/01/2020,136.54,138.33,136.16,138.31,5622251
16/01/2020,137.32,138.19,137.01,137.98,4319896
15/01/2020,136,138.06,135.71,136.62,4045591
14/01/2020,136.28,137.14,135.55,135.82,3680958
13/01/2020,135.48,136.64,135.07,136.6,3162843
10/01/2020,137,137.87,136.31,136.69,3255398
09/01/2020,135.74,136.79,135.31,136.74,3730549
08/01/2020,134.51,135.86,133.92,135.31,4345952
07/01/2020,133.69,134.96,133.4,134.19,3267592
06/01/2020,133.42,134.24,133.2,134.1,2421128
03/01/2020,133.57,134.86,133.56,134.34,2373470
02/01/2020,135,135.92,134.77,135.42,3148461
31/12/2019,132.53,134.12,132.4,134.04,3777504
30/12/2019,135.2,135.3,132.5,132.81,4118929
27/12/2019,135,135.75,134.87,135.27,2752185
26/12/2019,134.98,135.31,134.65,134.91,2129654
24/12/2019,135.61,135.62,134.61,134.98,1202087
23/12/2019,135.78,136.15,135,135.55,2803158
20/12/2019,135.74,136.42,134.95,135.59,7111779
19/12/2019,134.46,134.73,134.19,134.56,3866494
18/12/2019,134.55,135,134.15,134.41,3101819
17/12/2019,134.28,134.69,133.46,134.22,2907186
16/12/2019,134.94,135.45,133.85,134.13,3049224
13/12/2019,134.75,135.5,134.01,134.21,2534970
12/12/2019,133.7,135.66,133.66,135.32,4824103
11/12/2019,134.11,134.51,133.67,133.76,3698494
10/12/2019,133.92,134.84,133.56,133.91,3478362
09/12/2019,133.35,134.59,133.26,133.92,2968310
06/12/2019,132.75,133.89,132.7,133.22,3437438
05/12/2019,132.99,133.24,131.63,131.91,3595312
04/12/2019,132.86,133.68,131.96,131.99,3530028
03/12/2019,132,132.44,130.69,132.12,3708102
02/12/2019,134.45,134.5,132.48,132.91,3066813
29/11/2019,133.6,134.52,133.03,134.45,1825255
27/11/2019,135.35,135.71,133.62,133.77,3280699
26/11/2019,136.15,136.15,134.77,135.09,3806859
25/11/2019,134.47,136,134.35,135.97,2590146
22/11/2019,134.19,134.65,133.59,134.34,3297397
21/11/2019,133.4,134.17,132.98,133.84,3322158
20/11/2019,134.06,134.46,132.75,133.2,4138165
19/11/2019,134.88,135.38,134.46,134.52,2995004
18/11/2019,134.3,134.48,133.23,134.31,3210383
15/11/2019,134.39,135.12,134.03,134.4,3262504
14/11/2019,134.13,134.33,133.33,134,4231231
13/11/2019,135.39,135.58,133.85,134.48,3060919
12/11/2019,135.87,136.66,135.02,135.59,3046496
11/11/2019,137.2,137.2,135,135.47,2568022
08/11/2019,137.58,137.61,136.16,137.61,2278446
07/11/2019,137.87,139.14,137.58,137.69,4073697
06/11/2019,138,138.78,137.55,138.78,4476362
05/11/2019,137.8,138.76,137.63,137.89,3012926
04/11/2019,136.24,137.74,136.23,137.67,3333510
01/11/2019,134.5,135.56,134.09,135.53,3088769
31/10/2019,135.11,135.25,133.23,133.73,3410851
30/10/2019,133.83,135.28,133.2,135.25,2252680
29/10/2019,135.42,135.57,133.44,133.82,4158483
28/10/2019,136,136.63,135.45,135.97,3225692
25/10/2019,134.12,135.93,134.1,135.44,2577995
24/10/2019,134.83,135.07,133.3,134.07,2619190
23/10/2019,133.52,134.57,132.7,134.38,3626724
22/10/2019,132.55,134.05,131.61,133.96,4193653
21/10/2019,132.61,133.1,130.9,132.58,6370639
18/10/2019,134.22,134.49,132.25,134.09,7177468
17/10/2019,135,136,132.91,134.26,15824614
16/10/2019,142.49,142.95,141.39,142.11,5835941
15/10/2019,142.54,143.72,141.81,143,3044933
14/10/2019,142.31,142.43,141.32,142.04,2325055
11/10/2019,142.77,144.5,142.61,142.76,3015458
10/10/2019,139.77,141.78,139.56,141.13,2619287
09/10/2019,139.77,140.33,138.79,139.67,2631860
08/10/2019,140.24,140.47,138.25,138.38,3342266
